name,link,year_from,year_to,college,active
Dan Gadzuric,/players/g/gadzuda01.html,2003,2012,"University of California, Los Angeles",false
Deng Gai,/players/g/gaide01.html,2006,2006,Fairfield University,false
Corey Gaines,/players/g/gaineco01.html,1989,1995,"University of California, Los Angeles, Loyola Marymount University",false
Reece Gaines,/players/g/gainere01.html,2004,2006,University of Louisville,false
Sundiata Gaines,/players/g/gainesu01.html,2010,2012,University of Georgia,false
Mike Gale,/players/g/galemi01.html,1972,1982,Elizabeth City State University,false
Chad Gallagher,/players/g/gallach01.html,1994,1994,Creighton University,false
Danilo Gallinari,/players/g/gallida01.html,2009,2018,,true
Langston Galloway,/players/g/gallola01.html,2015,2018,Saint Joseph's University,true
Kevin Gamble,/players/g/gamblke01.html,1988,1997,University of Iowa,false
Jorge Garbajosa,/players/g/garbajo01.html,2007,2008,,false
Ruben Garces,/players/g/garceru01.html,2001,2001,Providence College,false
Alex Garcia,/players/g/garcial01.html,2004,2005,,false
Francisco Garcia,/players/g/garcifr01.html,2006,2015,University of Louisville,false
Thomas Gardner,/players/g/gardnth01.html,2008,2009,University of Missouri,false
Patricio Garino,/players/g/garinpa01.html,2017,2017,George Washington University,true
Gary Garland,/players/g/garlaga01.html,1980,1980,DePaul University,false
Winston Garland,/players/g/garlawi01.html,1988,1995,Missouri State University,false
Chris Garner,/players/g/garnech01.html,1998,2001,University of Memphis,false
Bill Garnett,/players/g/garnebi02.html,1983,1986,University of Wyoming,false
Kevin Garnett,/players/g/garneke01.html,1996,2016,,false
Marlon Garnett,/players/g/garnema01.html,1999,1999,Santa Clara University,false
Calvin Garrett,/players/g/garreca01.html,1981,1984,"Austin Peay State University, Oral Roberts University",false
Dean Garrett,/players/g/garrede01.html,1997,2002,Indiana University,false
Diante Garrett,/players/g/garredi02.html,2013,2014,Iowa State University,false
Rowland Garrett,/players/g/garrero01.html,1973,1977,Florida State University,false
Tom Garrick,/players/g/garrito01.html,1989,1992,University of Rhode Island,false
John Garris,/players/g/garrijo01.html,1984,1984,"University of Michigan, Boston College",false
Kiwane Garris,/players/g/garriki01.html,1998,2000,University of Illinois at Urbana-Champaign,false
Pat Garrity,/players/g/garripa01.html,1999,2008,University of Notre Dame,false
Marc Gasol,/players/g/gasolma01.html,2009,2018,,true
Pau Gasol,/players/g/gasolpa01.html,2002,2018,,true
Chris Gatling,/players/g/gatlich01.html,1992,2002,Old Dominion University,false
Kenny Gattison,/players/g/gattike01.html,1987,1996,Old Dominion University,false
Rudy Gay,/players/g/gayru01.html,2007,2018,University of Connecticut,true
Andrew Gaze,/players/g/gazean01.html,1994,1999,Seton Hall University,false
Michael Gbinije,/players/g/gbinimi01.html,2017,2017,"Duke University, Syracuse University",true
Reggie Geary,/players/g/gearyre01.html,1997,1998,University of Arizona,false
Alonzo Gee,/players/g/geeal01.html,2010,2017,University of Alabama,false
Matt Geiger,/players/g/geigema01.html,1993,2002,"Auburn University, Georgia Institute of Technology",false
Mickael Gelabale,/players/g/gelabmi01.html,2007,2013,,false
Devean George,/players/g/georgde01.html,2000,2010,Augsburg College,false
Paul George,/players/g/georgpa01.html,2011,2018,"California State University, Fresno",true
Tate George,/players/g/georgta01.html,1991,1995,University of Connecticut,false
Marcus Georges-Hunt,/players/g/georgma01.html,2017,2018,Georgia Institute of Technology,true
Gus Gerard,/players/g/gerargu01.html,1975,1981,University of Virginia,false
Derrick Gervin,/players/g/gervide01.html,1990,1991,University of Texas at San Antonio,false
George Gervin,/players/g/gervige01.html,1973,1986,Eastern Michigan University,false
John Gianelli,/players/g/gianejo01.html,1973,1980,University of the Pacific,false
Daniel Gibson,/players/g/gibsoda01.html,2007,2013,University of Texas at Austin,false
Jonathan Gibson,/players/g/gibsojo01.html,2017,2018,New Mexico State University,true
Mike Gibson,/players/g/gibsomi01.html,1984,1986,University of South Carolina Upstate,false
Taj Gibson,/players/g/gibsota01.html,2010,2018,University of Southern California,true
J.R. Giddens,/players/g/giddejr01.html,2009,2010,"University of Kansas, University of New Mexico",false
Trey Gilder,/players/g/gildetr01.html,2010,2010,"McNeese State University, Northwestern State University",false
Eddie Gill,/players/g/gilled01.html,2001,2009,Weber State University,false
Kendall Gill,/players/g/gillke01.html,1991,2005,University of Illinois at Urbana-Champaign,false
Ben Gillery,/players/g/gillebe01.html,1989,1989,Georgetown University,false
Armen Gilliam,/players/g/gilliar01.html,1988,2000,"University of Nevada, Las Vegas",false
Herm Gilliam,/players/g/gillihe01.html,1970,1977,Purdue University,false
Artis Gilmore,/players/g/gilmoar01.html,1972,1988,"Gardner-Webb University, Jacksonville University",false
Manu Ginobili,/players/g/ginobma01.html,2003,2018,,true
Gordan Giricek,/players/g/giricgo01.html,2003,2008,,false
Jack Givens,/players/g/givenja01.html,1979,1980,University of Kentucky,false
Mickell Gladness,/players/g/gladnmi01.html,2012,2012,Alabama A&M University,false
Gerald Glass,/players/g/glassge01.html,1991,1996,"Delta State University, University of Mississippi",false
Mike Glenn,/players/g/glennmi01.html,1978,1987,Southern Illinois University,false
Georgi Glouchkov,/players/g/gloucge01.html,1986,1986,,false
Dion Glover,/players/g/glovedi01.html,2000,2005,Georgia Institute of Technology,false
Andreas Glyniadakis,/players/g/glynian01.html,2007,2007,,false
Mike Gminski,/players/g/gminsmi01.html,1981,1994,Duke University,false
Rudy Gobert,/players/g/goberru01.html,2014,2018,,true
Dan Godfread,/players/g/godfrda01.html,1991,1992,University of Evansville,false
Anthony Goldwire,/players/g/goldwan01.html,1996,2006,University of Houston,false
Ryan Gomes,/players/g/gomesry01.html,2006,2014,Providence College,false
Glen Gondrezick,/players/g/gondrgl01.html,1978,1983,"University of Nevada, Las Vegas",false
Grant Gondrezick,/players/g/gondrgr01.html,1987,1989,Pepperdine University,false
Drew Gooden,/players/g/goodedr01.html,2003,2016,University of Kansas,false
Gail Goodrich,/players/g/goodrga01.html,1966,1979,"University of California, Los Angeles",false
Steve Goodrich,/players/g/goodrst01.html,2001,2002,Princeton University,false
Archie Goodwin,/players/g/goodwar01.html,2014,2017,University of Kentucky,true
Aaron Gordon,/players/g/gordoaa01.html,2015,2018,University of Arizona,true
Ben Gordon,/players/g/gordobe01.html,2005,2015,University of Connecticut,false
Drew Gordon,/players/g/gordodr01.html,2015,2015,"University of California, Los Angeles, University of New Mexico",false
Eric Gordon,/players/g/gordoer01.html,2009,2018,Indiana University,true
Lancaster Gordon,/players/g/gordola01.html,1985,1988,University of Louisville,false
Marcin Gortat,/players/g/gortama01.html,2008,2018,,true
Andrew Goudelock,/players/g/goudean01.html,2012,2016,College of Charleston,false
Ricky Grace,/players/g/graceri01.html,1994,1994,"Midland College, University of Oklahoma",false
Greg Graham,/players/g/grahagr01.html,1994,1998,Indiana University,false
Joey Graham,/players/g/grahajo01.html,2006,2011,"University of Central Florida, Oklahoma State University",false
Orlando Graham,/players/g/grahaor01.html,1989,1989,"West Texas A&M University, Auburn University at Montgomery",false
Paul Graham,/players/g/grahapa01.html,1992,1994,Ohio University,false
Stephen Graham,/players/g/grahast01.html,2006,2011,"University of Central Florida, Oklahoma State University",false
Treveon Graham,/players/g/grahatr01.html,2017,2018,Virginia Commonwealth University,true
Jim Grandholm,/players/g/grandji01.html,1991,1991,"University of Florida, University of South Florida",false
Ron Grandison,/players/g/grandro01.html,1989,1996,"University of California, Irvine, University of New Orleans",false
Danny Granger,/players/g/grangda01.html,2006,2015,"Bradley University, University of New Mexico",false
Stewart Granger,/players/g/grangst01.html,1984,1987,Villanova University,false
Brian Grant,/players/g/grantbr01.html,1995,2006,Xavier University,false
Gary Grant,/players/g/grantga01.html,1989,2001,University of Michigan,false
Greg Grant,/players/g/grantgr01.html,1990,1996,Trenton State University,false
Harvey Grant,/players/g/grantha01.html,1989,1999,"Clemson University, University of Oklahoma",false
Horace Grant,/players/g/grantho01.html,1988,2004,Clemson University,false
Jerami Grant,/players/g/grantje01.html,2015,2018,Syracuse University,true
Jerian Grant,/players/g/grantje02.html,2016,2018,University of Notre Dame,true
Josh Grant,/players/g/grantjo01.html,1994,1994,University of Utah,false
Paul Grant,/players/g/grantpa01.html,1999,2004,"Boston College, University of Wisconsin",false
Butch Graves,/players/g/gravebu01.html,1985,1985,Yale University,false
Aaron Gray,/players/g/grayaa01.html,2008,2014,University of Pittsburgh,false
Devin Gray,/players/g/grayde01.html,1997,2000,Clemson University,false
Ed Gray,/players/g/grayed01.html,1998,1999,"University of Tennessee, University of California",false
Evric Gray,/players/g/grayev01.html,1997,1997,"University of Nevada, Las Vegas",false
Josh Gray,/players/g/grayjo01.html,2018,2018,Louisiana State University,true
Leonard Gray,/players/g/grayle01.html,1975,1977,"California State University, Long Beach",false
Stuart Gray,/players/g/grayst01.html,1985,1991,"University of California, Los Angeles",false
Sylvester Gray,/players/g/graysy01.html,1989,1989,University of Memphis,false
Jeff Grayer,/players/g/grayeje01.html,1989,1998,Iowa State University,false
A.C. Green,/players/g/greenac01.html,1986,2001,Oregon State University,false
Danny Green,/players/g/greenda02.html,2010,2018,University of North Carolina,true
Devin Green,/players/g/greende01.html,2006,2006,Hampton University,false
Draymond Green,/players/g/greendr01.html,2013,2018,Michigan State University,true
Erick Green,/players/g/greener01.html,2015,2016,Virginia Polytechnic Institute and State University,false
Gerald Green,/players/g/greenge01.html,2006,2018,,true
JaMychal Green,/players/g/greenja01.html,2015,2018,University of Alabama,true
Jeff Green,/players/g/greenje02.html,2008,2018,Georgetown University,true
Ken Green,/players/g/greenke01.html,1986,1986,University of Texas-Pan American,false
Kenny Green,/players/g/greenke02.html,1986,1987,Wake Forest University,false
Litterial Green,/players/g/greenli01.html,1993,1999,University of Georgia,false
Mike Green,/players/g/greenmi01.html,1974,1980,Louisiana Tech University,false
Rickey Green,/players/g/greenri01.html,1978,1992,University of Michigan,false
Sean Green,/players/g/greense01.html,1992,1994,"North Carolina State University, Iona College",false
Sidney Green,/players/g/greensi02.html,1984,1993,"University of Nevada, Las Vegas",false
Steve Green,/players/g/greenst01.html,1976,1979,Indiana University,false
Taurean Green,/players/g/greenta01.html,2008,2008,University of Florida,false
Tommie Green,/players/g/greento01.html,1979,1979,Southern University and A&M College,false
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false
Donte Greene,/players/g/greendo01.html,2009,2012,Syracuse University,false
Orien Greene,/players/g/greenor01.html,2006,2011,"University of Florida, University of Louisiana at Lafayette",false
Dave Greenwood,/players/g/greenda01.html,1980,1991,"University of California, Los Angeles",false
Lynn Greer,/players/g/greerly01.html,2007,2007,Temple University,false
Claude Gregory,/players/g/gregocl01.html,1986,1988,University of Wisconsin,false
John Greig,/players/g/greigjo01.html,1983,1983,University of Oregon,false
Kevin Grevey,/players/g/greveke01.html,1976,1985,University of Kentucky,false
Adrian Griffin,/players/g/griffad01.html,2000,2008,Seton Hall University,false
Blake Griffin,/players/g/griffbl01.html,2011,2018,University of Oklahoma,true
Eddie Griffin,/players/g/griffed01.html,2002,2007,Seton Hall University,false
Greg Griffin,/players/g/griffgr01.html,1978,1978,Idaho State University,false
Paul Griffin,/players/g/griffpa01.html,1977,1983,Western Michigan University,false
Taylor Griffin,/players/g/griffta01.html,2010,2010,University of Oklahoma,false
Darrell Griffith,/players/g/griffda01.html,1981,1991,University of Louisville,false
Derek Grimm,/players/g/grimmde01.html,1998,1998,University of Missouri,false
Bob Gross,/players/g/grossbo01.html,1976,1983,"Seattle University, California State University, Long Beach",false
Anthony Grundy,/players/g/grundan01.html,2006,2006,North Carolina State University,false
Ernie Grunfeld,/players/g/grunfer01.html,1978,1986,University of Tennessee,false
Petur Gudmundsson,/players/g/gudmupe01.html,1982,1989,University of Washington,false
Tom Gugliotta,/players/g/guglito01.html,1993,2005,North Carolina State University,false
Andres Guibert,/players/g/guibean01.html,1994,1995,,false
Jay Guidinger,/players/g/guidija01.html,1993,1994,University of Minnesota Duluth,false
Jorge Gutierrez,/players/g/gutiejo01.html,2014,2016,University of California,false
A.J. Guyton,/players/g/guytoaj01.html,2001,2003,Indiana University,false